id_do_respondente,preocupação_com_h1n1,conhecimento_sobre_h1n1,comportamento_medicamentos_antivirais,comportamento_evitamento,comportamento_uso_de_máscara_facial,comportamento_lavagem_das_mãos,comportamento_reuniões_grandes,comportamento_saída_de_casa,comportamento_toque_na_face,recomendação_médica_h1n1,recomendação_médica_sazonal,condição_médica_crônica,criança_menor_de_6_meses,trabalhador_de_saúde,seguro_de_saúde,opinião_sobre_a_efetividade_da_vacina_h1n1,opinião_sobre_o_risco_h1n1,opinião_sobre_a_doença_por_vacinação_h1n1,opinião_sobre_a_efetividade_da_vacina_sazonal,opinião_sobre_o_risco_sazonal,opinião_sobre_a_doença_por_vacinação_sazonal,adultos_no_agregado_familiar,crianças_no_agregado_familiar,vacina_h1n1,vacina_sazonal,seguro_de_saúde,indústria_de_emprego,ocupação
122,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,5.0,1.0,0.0,0.0,1,1,1.0,,
123,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,5.0,2.0,2.0,5.0,3.0,2.0,1.0,0.0,0,1,,,
124,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0,0,1.0,wxleyezf,emcorrxb
125,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,4.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,0,1,,,
126,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,1.0,4.0,4.0,2.0,1.0,0.0,0,0,,vjjrobsf,rcertsgn
127,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,1,1,1.0,,
128,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,1,1,1.0,,
129,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,1.0,4.0,4.0,2.0,0.0,0.0,0,0,,pxcmvdjn,xgwztkwe
130,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0,0,,xqicxuve,uqqtjvyb
131,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,0,1,0.0,vjjrobsf,oijqvulv
132,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,2.0,5.0,2.0,5.0,1.0,2.0,0,0,,pxcmvdjn,uqqtjvyb
133,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,0,1,1.0,,
134,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,2.0,2.0,0.0,0.0,0,1,1.0,,
135,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0,1,,,
136,3.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,2.0,5.0,4.0,2.0,0.0,0.0,1,1,1.0,atmlpfrs,xqwwgdyp
137,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,4.0,5.0,2.0,2.0,1.0,0.0,0,0,,,
138,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0,1,,,
139,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,0,,nduyfdeo,pvmttkik
140,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,1,1,1.0,,
141,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0,0,,fcxhlnwr,cmhcxjea
142,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0,0,,dotnnunm,mxkfnird
143,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0,0,1.0,mfikgejo,
144,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,5.0,4.0,4.0,4.0,0.0,1.0,0,0,,fcxhlnwr,xtkaffoo
145,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,3.0,4.0,1.0,5.0,0.0,0.0,0,0,,,
146,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,5.0,4.0,1.0,5.0,4.0,1.0,2.0,2.0,0,1,,,
147,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,3.0,5.0,2.0,4.0,5.0,2.0,0.0,0.0,0,1,,fcxhlnwr,mxkfnird
148,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0,1,,fcxhlnwr,cmhcxjea
149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0,0,,xicduogh,qxajmpny
150,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,1.0,0.0,0,0,1.0,mfikgejo,hfxkjkmi
151,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,1.0,5.0,5.0,1.0,0.0,0.0,1,1,,,
152,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,0,1,,rucpziij,tfqavkke
153,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,2.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,0,1,,wxleyezf,emcorrxb
154,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,0,1.0,,
155,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,4.0,4.0,5.0,4.0,2.0,1.0,2.0,0,1,,wxleyezf,emcorrxb
156,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0,0,1.0,cfqqtusy,hfxkjkmi
157,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0,0,1.0,pxcmvdjn,mxkfnird
158,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,1,1,1.0,fcxhlnwr,cmhcxjea
159,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1,1,0.0,fcxhlnwr,cmhcxjea
160,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0,1,1.0,,
161,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,0,0,,arjwrbjb,xtkaffoo
162,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1,0,1.0,arjwrbjb,dlvbwzss
163,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,0,0,0.0,rucpziij,xtkaffoo
164,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,0,1,1.0,,
165,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,2.0,0,0,1.0,,
166,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,0,1.0,fcxhlnwr,cmhcxjea
167,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,1,1,1.0,,
168,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,0.0,1,1,0.0,,
169,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,0.0,0,0,1.0,xicduogh,xtkaffoo
170,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,0,0,1.0,rucpziij,tfqavkke
171,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,3.0,0,1,1.0,fcxhlnwr,haliazsg
172,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,4.0,2.0,1.0,0.0,1,1,1.0,,
173,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,0,0,0.0,,
174,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,0,0,,saaquncn,xtkaffoo
175,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0,1,,,
176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0,0,1.0,arjwrbjb,dlvbwzss
177,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,0,1,,nduyfdeo,pvmttkik
178,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,5.0,4.0,5.0,1.0,1.0,1,0,0.0,,
179,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1,0,1.0,,
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,0,,xicduogh,qxajmpny
181,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,5.0,5.0,4.0,1.0,0.0,0,0,0.0,pxcmvdjn,xgwztkwe
182,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,0.0,0,0,1.0,,
183,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,5.0,1.0,2.0,2.0,1.0,,,,0,0,,,
184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,0,0,1.0,wxleyezf,kldqjyjy
185,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,5.0,4.0,2.0,1.0,0.0,1,1,1.0,,
186,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0,0,1.0,mcubkhph,rcertsgn
187,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0,0,1.0,,
188,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,0.0,0,0,1.0,saaquncn,mxkfnird
189,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,0.0,0,1,1.0,,
190,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,5.0,2.0,4.0,0.0,3.0,0,0,1.0,vjjrobsf,vlluhbov
191,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0,0,0.0,,
192,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,0.0,1,1,1.0,,
193,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,0.0,0,1,1.0,,
194,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,0,0,,,
195,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,0.0,1,1,1.0,,
196,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1,1,1.0,fcxhlnwr,mxkfnird
197,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,0,0,1.0,,
198,1.0,2.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,,arjwrbjb,bxpfxfdn
199,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,0.0,0,1,1.0,arjwrbjb,xzmlyyjv
200,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0,0,,,
201,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,0,0,1.0,mfikgejo,mxkfnird
202,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0,0,,wxleyezf,emcorrxb
203,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,1,1,,,
204,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,0.0,1,1,1.0,atmlpfrs,xtkaffoo
205,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,4.0,5.0,2.0,1.0,,,0,0,,,
206,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,0,0,,nduyfdeo,xtkaffoo
207,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0,0,1,1.0,,
208,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0,1,,,
209,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,5.0,4.0,4.0,1.0,0.0,0,1,1.0,atmlpfrs,hfxkjkmi
210,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,5.0,4.0,1.0,0.0,2.0,0,0,,msuufmds,rcertsgn
211,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,3.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,1,1,,,
212,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,0,1,1.0,atmlpfrs,xgwztkwe
213,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,0.0,1,1,0.0,fcxhlnwr,cmhcxjea
214,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.0,4.0,4.0,4.0,1.0,0.0,0,0,,,
215,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,1,1,1.0,,
216,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,0.0,0,1,1.0,ldnlellj,xtkaffoo
217,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,0,0,,,
218,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,5.0,2.0,4.0,5.0,4.0,1.0,0.0,0.0,0,1,,,
219,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,1,1,1.0,xicduogh,xtkaffoo
220,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,4.0,2.0,2.0,5.0,4.0,1.0,1.0,0.0,0,0,,pxcmvdjn,xgwztkwe
221,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,0,0,0.0,xicduogh,qxajmpny
222,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0,0,,,
223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,0.0,0,1,1.0,,
224,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,5.0,4.0,1.0,1.0,0.0,0,1,,arjwrbjb,mxkfnird
225,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,1,0,1.0,,
226,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0,1,1.0,mfikgejo,hfxkjkmi
227,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,4.0,5.0,2.0,4.0,2.0,0.0,0,1,,,
228,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1,1,1.0,arjwrbjb,dlvbwzss
229,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,0,1,,,
230,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,2.0,4.0,1.0,0.0,0,1,1.0,,
231,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,5.0,1.0,4.0,5.0,4.0,1.0,1.0,0.0,0,1,,,
232,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0,1,,,
233,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0,0,,cfqqtusy,ukymxvdu
234,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,1.0,,4.0,4.0,1.0,4.0,2.0,4.0,0.0,0.0,0,0,,rucpziij,uqqtjvyb
235,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,4.0,5.0,4.0,2.0,1.0,0.0,0,1,,,
236,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0,1,1.0,,
237,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,4.0,1.0,5.0,4.0,1.0,5.0,3.0,3.0,0,0,1.0,,
238,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,5.0,1.0,1.0,0.0,0,0,0.0,,
239,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,3.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0,0,,,
240,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0,0,1.0,,
241,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,5.0,2.0,5.0,4.0,4.0,1.0,0.0,0,1,,,
242,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0,3.0,0,0,1.0,,
243,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0,1,,,
244,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,0.0,0,1,1.0,wxleyezf,bxpfxfdn
245,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,0,0,,ldnlellj,mxkfnird
246,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,0,0,,mfikgejo,hfxkjkmi
247,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,0,1,1.0,wxleyezf,emcorrxb
248,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,1.0,5.0,4.0,1.0,1.0,2.0,0,0,,,
